Hour:min:sec.msec,Value
11:30:16.538,2558.40
11:30:16.618,2558.40
11:30:16.751,2558.40
11:30:16.818,2558.40
11:30:16.951,2558.40
11:30:17.038,2558.40
11:30:17.099,2558.40
11:30:17.238,2558.40
11:30:17.318,2591.20
11:30:17.451,2591.20
11:30:17.519,2624.00
11:30:17.651,2624.00
11:30:17.732,2656.80
11:30:17.792,2656.80
11:30:17.931,2689.60
11:30:18.012,2689.60
11:30:18.151,2722.40
11:30:18.232,2722.40
11:30:18.359,2788.00
11:30:18.431,2788.00
11:30:18.491,2788.00
11:30:18.631,2788.00
11:30:18.712,2788.00
11:30:18.859,2755.20
11:30:18.911,2755.20
11:30:18.991,2689.60
11:30:19.131,2689.60
11:30:19.192,2656.80
11:30:19.331,2656.80
11:30:19.432,2624.00
11:30:19.551,2624.00
11:30:19.611,2624.00
11:30:19.752,2624.00
11:30:19.831,2624.00
11:30:19.894,2624.00
11:30:20.031,2624.00
11:30:20.118,2624.00
11:30:20.172,2624.00
11:30:20.311,2624.00
11:30:20.451,2624.00
11:30:20.538,2624.00
11:30:20.590,2624.00
11:30:20.758,2624.00
11:30:20.811,2624.00
11:30:20.952,2624.00
11:30:21.019,2624.00
11:30:21.158,2591.20
11:30:21.231,2591.20
11:30:21.311,2591.20
11:30:21.431,2591.20
11:30:21.519,2591.20
11:30:21.651,2591.20
11:30:21.711,2591.20
11:30:21.859,2591.20
11:30:21.951,2591.20
11:30:21.999,2591.20
11:30:22.131,2591.20
11:30:22.211,2591.20
11:30:22.352,2558.40
11:30:22.432,2558.40
11:30:22.551,2558.40
11:30:22.631,2558.40
11:30:22.698,2558.40
11:30:22.831,2558.40
11:30:22.911,2558.40
11:30:23.051,2591.20
11:30:23.111,2591.20
11:30:23.192,2591.20
11:30:23.332,2591.20
11:30:23.391,2591.20
11:30:23.530,2591.20
11:30:23.639,2591.20
11:30:23.752,2591.20
11:30:23.812,2591.20
11:30:23.952,2591.20
11:30:24.031,2591.20
11:30:24.119,2591.20
11:30:24.232,2591.20
11:30:24.318,2591.20
11:30:24.458,2591.20
11:30:24.512,2591.20
11:30:24.651,2591.20
11:30:24.738,2591.20
11:30:24.792,2591.20
11:30:24.931,2591.20
11:30:25.019,2591.20
11:30:25.151,2591.20
11:30:25.211,2591.20
11:30:25.351,2591.20
11:30:25.432,2591.20
11:30:25.499,2591.20
11:30:25.638,2591.20
11:30:25.719,2591.20
11:30:25.851,2591.20
11:30:25.916,2591.20
11:30:26.052,2591.20
11:30:26.148,2591.20
11:30:26.191,2591.20
11:30:26.352,2591.20
11:30:26.406,2591.20
11:30:26.551,2591.20
11:30:26.632,2591.20
11:30:26.752,2591.20
11:30:26.831,2591.20
11:30:26.918,2591.20
11:30:27.038,2591.20
11:30:27.111,2591.20
11:30:27.251,2591.20
11:30:27.318,2591.20
11:30:27.391,2591.20
11:30:27.539,2591.20
11:30:27.592,2591.20
11:30:27.731,2591.20
11:30:27.813,2591.20
11:30:27.958,2591.20
11:30:28.011,2591.20
11:30:28.151,2591.20
11:30:28.232,2591.20
11:30:28.291,2591.20
11:30:28.432,2558.40
11:30:28.511,2558.40
11:30:28.571,2558.40
11:30:28.712,2591.20
11:30:28.852,2591.20
11:30:28.939,2591.20
11:30:28.991,2591.20
11:30:29.151,2591.20
11:30:29.212,2591.20
11:30:29.352,2558.40
11:30:29.411,2558.40
11:30:29.551,2558.40
11:30:29.631,2558.40
11:30:29.691,2558.40
11:30:29.838,2558.40
11:30:29.918,2558.40
11:30:30.051,2558.40
11:30:30.110,2558.40
11:30:30.252,2558.40
11:30:30.352,2558.40
11:30:30.391,2558.40
11:30:30.539,2558.40
11:30:30.611,2558.40
11:30:30.752,2558.40
11:30:30.832,2558.40
11:30:30.958,2558.40
11:30:31.039,2558.40
11:30:31.099,2558.40
11:30:31.232,2525.60
11:30:31.318,2525.60
11:30:31.392,2558.40
11:30:31.519,2558.40
11:30:31.592,2525.60
11:30:31.732,2525.60
11:30:31.792,2558.40
11:30:31.951,2558.40
11:30:32.051,2558.40
11:30:32.151,2558.40
11:30:32.211,2558.40
11:30:32.352,2558.40
11:30:32.431,2558.40
11:30:32.511,2558.40
11:30:32.631,2558.40
11:30:32.711,2558.40
11:30:32.771,2558.40
11:30:32.911,2558.40
11:30:33.059,2558.40
11:30:33.131,2558.40
11:30:33.192,2558.40
